case_type,ref,detail
conflicting_context,10.1002_pssa.201532305-10a-S12-P014,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-10a-S12-P015,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-10a-S12-P016,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-10a-S12-P017,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-10a-S12-P018,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-10a-S12-P019,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-10a-S12-P020,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-10a-S12-P021,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-10a-S12-P022,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-10a-S12-P023,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-10a-S12-P024,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-10a-S12-P025,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-10a-S12-P026,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-10a-S12-P027,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-10a-S12-P028,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-10a-S12-P029,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-10a-S12-P030,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-10a-S12-P031,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-10a-S12-P032,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-10a-S12-P033,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-10a-S12-P034,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-10a-S12-P035,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-10a-S12-P036,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-10a-S12-P037,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-10a-S12-P038,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-10a-S12-P039,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-10a-S12-P040,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-10a-S12-P041,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-10a-S12-P042,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-10a-S12-P043,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-10a-S12-P044,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-10a-S12-P045,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-10a-S12-P046,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-10a-S12-P047,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-11a-S13-P000,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-11a-S13-P001,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-11a-S13-P002,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-11a-S13-P003,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-11a-S13-P004,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-11a-S13-P005,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-11a-S13-P006,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-F11b-22,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-11c-S14-P000,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-11c-S14-P001,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-11c-S14-P002,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-11c-S14-P003,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-11c-S14-P004,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-F12a-24,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-F12a-25,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-F12a-26,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
conflicting_context,10.1002_pssa.201532305-F12a-27,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.0, 100.0, 1000.0], ""reason"": ""3 distinct generic_pressure values at paper scope (1, 100, 1000); not applied to this experiment without "
pressure_in_source_not_in_output,10.1007_s11671-010-9676-0-paper-0,document.md states a pressure; record has none usable
figure_geometry_broadcast_across_figures,10.1007_s12274-010-0066-9-F1f-0,2 distinct paper-scope geometry values attached
pressure_in_source_not_in_output,10.1016_j.mee.2018.01.027-F4b-0,document.md states a pressure; record has none usable
conflicting_context,10.1016_j.mee.2018.01.027-F4b-0,"[{""quantity"": ""generic_pressure"", ""scope"": ""paper"", ""values"": [1.599864, 2.66644], ""reason"": ""2 distinct generic_pressure values at paper scope (1.59986, 2.66644); not applied to this experiment witho"
pressure_in_source_not_in_output,10.1016_j.mee.2018.01.027-F4c-1,document.md states a pressure; record has none usable
